,site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,individual_id,phenophase_id,phenophase_description,first_yes_year,first_yes_month,first_yes_day,first_yes_doy,first_yes_julian_date,numdays_since_prior_no,last_yes_year,last_yes_month,last_yes_day,last_yes_doy,last_yes_julian_date,numdays_until_next_no
521,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336446,483,Leaves,2015,5,6,126,2457149,2,2015,10,20,293,2457316,8
522,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336451,483,Leaves,2015,5,6,126,2457149,2,2015,10,20,293,2457316,8
523,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336455,483,Leaves,2015,5,6,126,2457149,2,2015,10,12,285,2457308,8
524,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336456,483,Leaves,2015,5,6,126,2457149,2,2015,10,12,285,2457308,8
525,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336457,483,Leaves,2015,5,4,124,2457147,4,2015,10,20,293,2457316,8
526,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336467,483,Leaves,2015,5,6,126,2457149,2,2015,10,20,293,2457316,8
527,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336468,483,Leaves,2015,5,11,131,2457154,7,2015,10,12,285,2457308,8
528,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336470,483,Leaves,2015,5,6,126,2457149,2,2015,10,20,293,2457316,8
529,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336473,483,Leaves,2015,5,8,128,2457151,2,2015,10,28,301,2457324,-9999
530,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336474,483,Leaves,2015,5,8,128,2457151,2,2015,10,20,293,2457316,8
531,55790,44.066952,-71.288437,239,NH,3,Acer,rubrum,red maple,Plantae,336475,483,Leaves,2015,5,8,128,2457151,2,2015,10,20,293,2457316,8
532,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336625,483,Leaves,2015,5,11,131,2457154,3,2015,10,26,299,2457322,7
533,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336633,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
534,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336634,483,Leaves,2015,5,6,126,2457149,2,2015,11,10,314,2457337,-9999
535,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336637,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
536,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336638,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
537,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336639,483,Leaves,2015,5,8,128,2457151,2,2015,10,26,299,2457322,7
538,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336642,483,Leaves,2015,5,6,126,2457149,2,2015,10,12,285,2457308,8
539,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336645,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
540,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336646,483,Leaves,2015,5,6,126,2457149,2,2015,10,20,293,2457316,6
541,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336648,483,Leaves,2015,5,6,126,2457149,2,2015,11,2,306,2457329,-9999
542,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336649,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
543,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336653,483,Leaves,2015,5,6,126,2457149,2,2015,5,20,140,2457163,6
544,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336653,483,Leaves,2015,5,29,149,2457172,3,2015,11,2,306,2457329,-9999
545,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336656,483,Leaves,2015,5,6,126,2457149,2,2015,11,2,306,2457329,-9999
546,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336659,483,Leaves,2015,5,11,131,2457154,3,2015,11,2,306,2457329,-9999
547,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336664,483,Leaves,2015,5,4,124,2457147,3,2015,10,26,299,2457322,7
548,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336666,483,Leaves,2015,5,4,124,2457147,3,2015,10,26,299,2457322,7
549,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336673,483,Leaves,2015,5,4,124,2457147,3,2015,11,2,306,2457329,-9999
550,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336677,483,Leaves,2015,5,4,124,2457147,3,2015,10,26,299,2457322,7
551,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336679,483,Leaves,2015,5,6,126,2457149,2,2015,10,20,293,2457316,-9999
552,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336683,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
553,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336687,483,Leaves,2015,5,4,124,2457147,3,2015,11,2,306,2457329,-9999
554,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336688,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
555,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336690,483,Leaves,2015,5,4,124,2457147,3,2015,10,26,299,2457322,7
556,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336696,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
557,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336701,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
558,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336704,483,Leaves,2015,5,6,126,2457149,2,2015,11,2,306,2457329,8
559,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336706,483,Leaves,2015,5,6,126,2457149,2,2015,10,26,299,2457322,7
560,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336708,483,Leaves,2015,5,6,126,2457149,2,2015,11,2,306,2457329,-9999
561,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336710,483,Leaves,2015,5,4,124,2457147,3,2015,10,26,299,2457322,7
562,55792,42.542778,-72.172127,382,MA,3,Acer,rubrum,red maple,Plantae,336731,483,Leaves,2015,5,4,124,2457147,3,2015,11,2,306,2457329,-9999
563,55811,45.504875,-89.585678,474,WI,3,Acer,rubrum,red maple,Plantae,339106,483,Leaves,2015,7,15,196,2457219,-9999,2015,10,13,286,2457309,7
564,55811,45.504875,-89.585678,474,WI,3,Acer,rubrum,red maple,Plantae,339108,483,Leaves,2015,7,15,196,2457219,-9999,2015,10,13,286,2457309,7
565,55811,45.504875,-89.585678,474,WI,3,Acer,rubrum,red maple,Plantae,339110,483,Leaves,2015,7,15,196,2457219,-9999,2015,10,20,293,2457316,7
566,55811,45.504875,-89.585678,474,WI,3,Acer,rubrum,red maple,Plantae,339111,483,Leaves,2015,7,15,196,2457219,-9999,2015,10,13,286,2457309,7
567,55811,45.504875,-89.585678,474,WI,3,Acer,rubrum,red maple,Plantae,339114,483,Leaves,2015,7,15,196,2457219,-9999,2015,10,13,286,2457309,7
568,55822,35.685448,-83.503128,627,TN,3,Acer,rubrum,red maple,Plantae,340089,483,Leaves,2015,7,28,209,2457232,-9999,2015,11,16,320,2457343,18
569,55822,35.685448,-83.503128,627,TN,3,Acer,rubrum,red maple,Plantae,340126,483,Leaves,2015,7,28,209,2457232,-9999,2015,11,16,320,2457343,18
570,55822,35.685448,-83.503128,627,TN,3,Acer,rubrum,red maple,Plantae,340128,483,Leaves,2015,9,29,272,2457295,-9999,2015,11,10,314,2457337,6
571,55822,35.685448,-83.503128,627,TN,3,Acer,rubrum,red maple,Plantae,340131,483,Leaves,2015,7,28,209,2457232,-9999,2015,9,22,265,2457288,-9999
572,55822,35.685448,-83.503128,627,TN,3,Acer,rubrum,red maple,Plantae,340133,483,Leaves,2015,7,28,209,2457232,-9999,2015,11,3,307,2457330,7
0,2,43.08535,-70.69133,12,ME,3,Acer,rubrum,red maple,Plantae,9,483,Leaves,2016,5,20,141,2457529,6,2016,6,1,153,2457541,-9999
1,459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,638,483,Leaves,2016,4,7,98,2457486,6,2016,4,19,110,2457498,210
2,867,39.859409,-76.65818,163,PA,3,Acer,rubrum,red maple,Plantae,804,483,Leaves,2016,4,1,92,2457480,-9999,2016,4,1,92,2457480,-9999
3,459,36.524502,-92.751999,234,MO,3,Acer,rubrum,red maple,Plantae,1274,483,Leaves,2016,4,14,105,2457493,7,2016,4,19,110,2457498,210
4,443,42.304653,-83.70118,276,MI,3,Acer,rubrum,red maple,Plantae,1977,483,Leaves,2016,5,6,127,2457515,3,2016,11,10,315,2457703,5
5,1419,42.011166,-88.503304,280,IL,3,Acer,rubrum,red maple,Plantae,2321,483,Leaves,2016,5,1,122,2457510,8,2016,11,4,309,2457697,12
6,1461,42.283501,-83.771729,275,MI,3,Acer,rubrum,red maple,Plantae,2448,483,Leaves,2016,4,29,120,2457508,4,2016,11,5,310,2457698,8
7,1605,40.907997,-73.120705,58,NY,3,Acer,rubrum,red maple,Plantae,3031,483,Leaves,2016,5,9,130,2457518,21,2016,5,9,130,2457518,-9999
8,1605,40.907997,-73.120705,58,NY,3,Acer,rubrum,red maple,Plantae,3032,483,Leaves,2016,5,9,130,2457518,21,2016,5,9,130,2457518,-9999
9,5509,45.407852,-93.199257,275,MN,3,Acer,rubrum,red maple,Plantae,3187,483,Leaves,2016,5,9,130,2457518,12,2016,10,10,284,2457672,8
10,5509,45.407852,-93.199257,275,MN,3,Acer,rubrum,red maple,Plantae,3188,483,Leaves,2016,5,9,130,2457518,12,2016,10,10,284,2457672,8
11,1668,40.866283,-73.875717,21,NY,3,Acer,rubrum,red maple,Plantae,3227,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7
12,1668,40.866283,-73.875717,21,NY,3,Acer,rubrum,red maple,Plantae,3227,483,Leaves,2016,6,30,182,2457570,7,2016,11,10,315,2457703,7
13,1668,40.866283,-73.875717,21,NY,3,Acer,rubrum,red maple,Plantae,3228,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7
14,1668,40.866283,-73.875717,21,NY,3,Acer,rubrum,red maple,Plantae,3228,483,Leaves,2016,6,30,182,2457570,7,2016,11,10,315,2457703,7
15,1668,40.866283,-73.875717,21,NY,3,Acer,rubrum,red maple,Plantae,3234,483,Leaves,2016,4,21,112,2457500,4,2016,6,16,168,2457556,7
16,1668,40.866283,-73.875717,21,NY,3,Acer,rubrum,red maple,Plantae,3234,483,Leaves,2016,6,30,182,2457570,7,2016,11,17,322,2457710,14
17,2394,45.425339,-93.186249,280,MN,3,Acer,rubrum,red maple,Plantae,3813,483,Leaves,2016,4,27,118,2457506,7,2016,10,7,281,2457669,3
18,1915,41.78344,-73.732552,128,NY,3,Acer,rubrum,red maple,Plantae,3991,483,Leaves,2016,4,27,118,2457506,14,2016,10,20,294,2457682,4
19,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,4,19,110,2457498,2,2016,10,1,275,2457663,3
20,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,10,5,279,2457667,1,2016,10,11,285,2457673,3
21,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,10,16,290,2457678,2,2016,10,23,297,2457685,1
22,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,10,27,301,2457689,3,2016,10,30,304,2457692,1
23,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,11,2,307,2457695,2,2016,11,5,310,2457698,2
24,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,11,10,315,2457703,3,2016,11,12,317,2457705,1
25,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4341,483,Leaves,2016,11,17,322,2457710,4,2016,11,19,324,2457712,2
26,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,4,5,96,2457484,2,2016,4,5,96,2457484,3
27,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,4,15,106,2457494,2,2016,10,1,275,2457663,3
28,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,10,5,279,2457667,1,2016,10,11,285,2457673,3
29,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,10,16,290,2457678,2,2016,10,23,297,2457685,1
30,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,10,27,301,2457689,3,2016,10,30,304,2457692,1
31,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,11,2,307,2457695,2,2016,11,5,310,2457698,2
32,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,11,10,315,2457703,3,2016,11,12,317,2457705,1
33,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4342,483,Leaves,2016,11,17,322,2457710,4,2016,11,19,324,2457712,2
34,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,4,19,110,2457498,2,2016,10,1,275,2457663,3
35,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,10,5,279,2457667,1,2016,10,11,285,2457673,3
36,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,10,16,290,2457678,2,2016,10,23,297,2457685,1
37,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,10,27,301,2457689,3,2016,10,30,304,2457692,1
38,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,11,2,307,2457695,2,2016,11,5,310,2457698,2
39,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,11,10,315,2457703,3,2016,11,12,317,2457705,1
40,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4346,483,Leaves,2016,11,17,322,2457710,4,2016,11,19,324,2457712,2
41,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,4,19,110,2457498,2,2016,10,1,275,2457663,3
42,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,10,5,279,2457667,1,2016,10,11,285,2457673,3
43,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,10,16,290,2457678,2,2016,10,23,297,2457685,1
44,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,10,27,301,2457689,3,2016,10,30,304,2457692,1
45,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,11,2,307,2457695,2,2016,11,5,310,2457698,2
46,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,11,10,315,2457703,3,2016,11,12,317,2457705,1
47,2119,40.862221,-73.875191,26,NY,3,Acer,rubrum,red maple,Plantae,4349,483,Leaves,2016,11,17,322,2457710,4,2016,11,17,322,2457710,2
48,2410,47.515331,-93.470726,424,MN,3,Acer,rubrum,red maple,Plantae,5051,483,Leaves,2016,5,10,131,2457519,7,2016,10,4,278,2457666,7
49,2395,45.402004,-93.204147,277,MN,3,Acer,rubrum,red maple,Plantae,5115,483,Leaves,2016,4,27,118,2457506,7,2016,10,10,284,2457672,8
50,2410,47.515331,-93.470726,424,MN,3,Acer,rubrum,red maple,Plantae,5182,483,Leaves,2016,5,10,131,2457519,7,2016,9,27,271,2457659,7
51,2410,47.515331,-93.470726,424,MN,3,Acer,rubrum,red maple,Plantae,5183,483,Leaves,2016,5,10,131,2457519,7,2016,10,4,278,2457666,7
52,2792,35.64893,-78.816948,114,NC,3,Acer,rubrum,red maple,Plantae,6556,483,Leaves,2016,3,23,83,2457471,4,2016,11,28,333,2457721,6
53,5206,36.902622,-76.206039,3,VA,3,Acer,rubrum,red maple,Plantae,10207,483,Leaves,2016,4,11,102,2457490,10,2016,12,17,352,2457740,7
54,5207,36.904579,-76.19651,2,VA,3,Acer,rubrum,red maple,Plantae,10218,483,Leaves,2016,4,11,102,2457490,10,2016,11,26,331,2457719,7
55,5208,36.90799,-76.196022,1,VA,3,Acer,rubrum,red maple,Plantae,10222,483,Leaves,2016,3,23,83,2457471,8,2016,12,3,338,2457726,7
56,5582,45.195858,-70.45369,360,ME,3,Acer,rubrum,red maple,Plantae,12465,483,Leaves,2016,5,17,138,2457526,7,2016,10,14,288,2457676,7
57,5523,43.692337,-70.270424,32,ME,3,Acer,rubrum,red maple,Plantae,12500,483,Leaves,2016,5,7,128,2457516,2,2016,6,4,156,2457544,5
58,5523,43.692337,-70.270424,32,ME,3,Acer,rubrum,red maple,Plantae,12500,483,Leaves,2016,9,6,250,2457638,4,2016,9,6,250,2457638,1
59,5523,43.692337,-70.270424,32,ME,3,Acer,rubrum,red maple,Plantae,12501,483,Leaves,2016,5,7,128,2457516,2,2016,6,4,156,2457544,5
60,5523,43.692337,-70.270424,32,ME,3,Acer,rubrum,red maple,Plantae,12501,483,Leaves,2016,9,6,250,2457638,4,2016,9,6,250,2457638,1
61,5582,45.195858,-70.45369,360,ME,3,Acer,rubrum,red maple,Plantae,12553,483,Leaves,2016,5,17,138,2457526,7,2016,10,21,295,2457683,7
62,6242,43.348259,-70.546036,1,ME,3,Acer,rubrum,red maple,Plantae,16524,483,Leaves,2016,5,13,134,2457522,3,2016,10,19,293,2457681,6
63,6362,43.012966,-73.649918,108,NY,3,Acer,rubrum,red maple,Plantae,17981,483,Leaves,2016,5,16,137,2457525,13,2016,10,17,291,2457679,7
64,8182,35.586998,-83.074631,1505,NC,3,Acer,rubrum,red maple,Plantae,23058,483,Leaves,2016,5,2,123,2457511,4,2016,8,31,244,2457632,7
65,8182,35.586998,-83.074631,1505,NC,3,Acer,rubrum,red maple,Plantae,23058,483,Leaves,2016,9,14,258,2457646,1,2016,11,9,314,2457702,13
66,8182,35.586998,-83.074631,1505,NC,3,Acer,rubrum,red maple,Plantae,23068,483,Leaves,2016,4,27,118,2457506,2,2016,8,31,244,2457632,7
67,8182,35.586998,-83.074631,1505,NC,3,Acer,rubrum,red maple,Plantae,23068,483,Leaves,2016,9,14,258,2457646,1,2016,11,2,307,2457695,2
68,6362,43.012966,-73.649918,108,NY,3,Acer,rubrum,red maple,Plantae,24296,483,Leaves,2016,5,16,137,2457525,13,2016,10,17,291,2457679,7
69,6362,43.012966,-73.649918,108,NY,3,Acer,rubrum,red maple,Plantae,24297,483,Leaves,2016,5,16,137,2457525,13,2016,10,17,291,2457679,7
70,8381,36.633469,-81.509628,1424,VA,3,Acer,rubrum,red maple,Plantae,24731,483,Leaves,2016,6,7,159,2457547,46,2016,6,22,174,2457562,48
71,8381,36.633469,-81.509628,1424,VA,3,Acer,rubrum,red maple,Plantae,24732,483,Leaves,2016,6,7,159,2457547,46,2016,6,22,174,2457562,48
72,8381,36.633469,-81.509628,1424,VA,3,Acer,rubrum,red maple,Plantae,24734,483,Leaves,2016,6,7,159,2457547,46,2016,6,22,174,2457562,48
73,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24820,483,Leaves,2016,4,27,118,2457506,7,2016,5,5,126,2457514,5
74,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24820,483,Leaves,2016,5,12,133,2457521,2,2016,10,19,293,2457681,14
75,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24821,483,Leaves,2016,4,27,118,2457506,7,2016,5,5,126,2457514,5
76,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24821,483,Leaves,2016,5,12,133,2457521,2,2016,5,25,146,2457534,4
77,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24821,483,Leaves,2016,6,2,154,2457542,4,2016,11,2,307,2457695,-9999
78,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24822,483,Leaves,2016,4,27,118,2457506,7,2016,5,5,126,2457514,5
79,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24822,483,Leaves,2016,5,12,133,2457521,2,2016,5,25,146,2457534,4
80,8208,41.256149,-73.457321,192,CT,3,Acer,rubrum,red maple,Plantae,24822,483,Leaves,2016,6,2,154,2457542,4,2016,11,2,307,2457695,-9999
81,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25746,483,Leaves,2016,4,7,98,2457486,12,2016,11,7,312,2457700,14
82,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25746,483,Leaves,2016,11,26,331,2457719,5,2016,11,26,331,2457719,-9999
83,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25747,483,Leaves,2016,4,7,98,2457486,12,2016,11,7,312,2457700,14
84,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25747,483,Leaves,2016,11,26,331,2457719,5,2016,11,26,331,2457719,-9999
85,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25748,483,Leaves,2016,4,7,98,2457486,12,2016,4,7,98,2457486,8
86,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25748,483,Leaves,2016,4,19,110,2457498,4,2016,11,7,312,2457700,14
87,8492,35.890881,-82.821213,402,NC,3,Acer,rubrum,red maple,Plantae,25748,483,Leaves,2016,11,26,331,2457719,5,2016,11,26,331,2457719,-9999
88,8675,43.051842,-77.256432,157,NY,3,Acer,rubrum,red maple,Plantae,28044,483,Leaves,2016,5,14,135,2457523,-9999,2016,5,14,135,2457523,-9999
89,8715,43.522804,-70.802277,207,ME,3,Acer,rubrum,red maple,Plantae,28191,483,Leaves,2016,5,12,133,2457521,7,2016,7,17,199,2457587,-9999
90,6242,43.348259,-70.546036,1,ME,3,Acer,rubrum,red maple,Plantae,28508,483,Leaves,2016,5,13,134,2457522,3,2016,10,19,293,2457681,6
91,6242,43.348259,-70.546036,1,ME,3,Acer,rubrum,red maple,Plantae,28509,483,Leaves,2016,5,13,134,2457522,3,2016,10,25,299,2457687,3
92,8836,35.686604,-83.537605,440,TN,3,Acer,rubrum,red maple,Plantae,29438,483,Leaves,2016,4,11,102,2457490,5,2016,4,11,102,2457490,1
93,8836,35.686604,-83.537605,440,TN,3,Acer,rubrum,red maple,Plantae,29438,483,Leaves,2016,4,15,106,2457494,1,2016,11,12,317,2457705,-9999
94,8836,35.686604,-83.537605,440,TN,3,Acer,rubrum,red maple,Plantae,29441,483,Leaves,2016,4,2,93,2457481,4,2016,4,2,93,2457481,1
95,8836,35.686604,-83.537605,440,TN,3,Acer,rubrum,red maple,Plantae,29441,483,Leaves,2016,4,11,102,2457490,5,2016,5,1,122,2457510,28
96,8897,35.688396,-83.501266,582,TN,3,Acer,rubrum,red maple,Plantae,29870,483,Leaves,2016,4,13,104,2457492,6,2016,9,15,259,2457647,-9999
97,8897,35.688396,-83.501266,582,TN,3,Acer,rubrum,red maple,Plantae,29871,483,Leaves,2016,4,13,104,2457492,6,2016,9,15,259,2457647,-9999
98,8897,35.688396,-83.501266,582,TN,3,Acer,rubrum,red maple,Plantae,29872,483,Leaves,2016,4,13,104,2457492,6,2016,11,10,315,2457703,35
99,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29877,483,Leaves,2016,4,12,103,2457491,9,2016,11,10,315,2457703,35
100,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29878,483,Leaves,2016,4,12,103,2457491,9,2016,11,10,315,2457703,35
101,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29880,483,Leaves,2016,4,24,115,2457503,8,2016,11,10,315,2457703,35
102,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29884,483,Leaves,2016,4,12,103,2457491,9,2016,11,10,315,2457703,35
103,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29885,483,Leaves,2016,4,12,103,2457491,9,2016,11,10,315,2457703,35
104,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29886,483,Leaves,2016,5,13,134,2457522,-9999,2016,11,3,308,2457696,-9999
105,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29889,483,Leaves,2016,4,24,115,2457503,8,2016,11,10,315,2457703,35
106,8898,35.688751,-83.501083,581,TN,3,Acer,rubrum,red maple,Plantae,29893,483,Leaves,2016,4,15,106,2457494,3,2016,11,10,315,2457703,35
107,8902,35.520927,-83.309875,634,NC,3,Acer,rubrum,red maple,Plantae,29928,483,Leaves,2016,4,25,116,2457504,14,2016,10,27,301,2457689,-9999
108,8981,35.729073,-83.406631,439,TN,3,Acer,rubrum,red maple,Plantae,30505,483,Leaves,2016,4,11,102,2457490,3,2016,11,3,308,2457696,4
109,9086,37.381329,-80.088806,613,VA,3,Acer,rubrum,red maple,Plantae,31147,483,Leaves,2016,4,29,120,2457508,-9999,2016,10,28,302,2457690,13
110,9086,37.381329,-80.088806,613,VA,3,Acer,rubrum,red maple,Plantae,31148,483,Leaves,2016,9,19,263,2457651,-9999,2016,10,28,302,2457690,13
111,9175,44.255665,-71.250465,631,NH,3,Acer,rubrum,red maple,Plantae,31503,483,Leaves,2016,5,26,147,2457535,10,2016,10,10,284,2457672,8
112,9175,44.255665,-71.250465,631,NH,3,Acer,rubrum,red maple,Plantae,31504,483,Leaves,2016,5,26,147,2457535,10,2016,10,10,284,2457672,8
113,8947,37.521179,-77.52739,41,VA,3,Acer,rubrum,red maple,Plantae,31816,483,Leaves,2016,4,5,96,2457484,12,2016,12,1,336,2457724,7
114,8806,35.640625,-83.689034,405,TN,3,Acer,rubrum,red maple,Plantae,32898,483,Leaves,2016,4,14,105,2457493,6,2016,11,17,322,2457710,8
115,8806,35.640625,-83.689034,405,TN,3,Acer,rubrum,red maple,Plantae,32899,483,Leaves,2016,4,14,105,2457493,6,2016,11,25,330,2457718,7
116,8806,35.640625,-83.689034,405,TN,3,Acer,rubrum,red maple,Plantae,33111,483,Leaves,2016,4,8,99,2457487,8,2016,11,17,322,2457710,8
